city,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,floors,waterfront,view,condition,yr_built,yr_renovated,was_renovated,date,price
Seattle,2,1.0,900,5220,900,0,1.0,0,0,4,1956,0,0,2014-06-24,329950.0
Seattle,4,1.5,1600,6180,1600,0,1.5,0,0,3,1946,0,0,2014-06-24,425000.0
Seattle,2,1.0,970,5500,970,0,1.0,0,0,3,1956,0,0,2014-06-24,210000.0
Seattle,2,1.0,1130,2640,1130,0,1.0,0,0,4,1927,0,0,2014-06-24,631500.0
Seattle,2,1.0,650,5400,650,0,1.0,0,0,3,1950,0,0,2014-06-24,295000.0
Seattle,3,2.25,2400,5000,1440,960,1.5,0,0,4,1926,0,0,2014-06-24,575000.0
Duvall,3,2.5,2280,6031,2280,0,2.0,0,0,3,2011,0,0,2014-06-24,415000.0
Bellevue,4,2.25,3550,13900,1830,1720,1.0,0,0,3,2010,0,0,2014-06-24,859000.0
Issaquah,4,2.5,2050,2772,2050,0,2.0,0,0,3,2012,0,0,2014-06-24,639888.0
Seattle,2,1.5,830,1119,830,0,2.0,0,0,3,2005,0,0,2014-06-24,329445.0
Redmond,4,2.5,2440,4850,2440,0,2.0,0,0,3,2013,0,0,2014-06-24,745641.0
Seattle,3,2.5,1600,1936,1600,0,2.0,0,0,3,2007,0,0,2014-06-24,395000.0
Issaquah,4,3.5,3190,31450,3190,0,2.0,0,0,3,2010,0,0,2014-06-24,790000.0
Seattle,4,1.0,2550,4000,2370,180,2.0,0,0,3,1905,0,0,2014-06-25,890000.0
Shoreline,3,2.5,2180,7508,1420,760,1.0,0,0,4,1962,0,0,2014-06-25,400000.0
Woodinville,3,2.0,1410,9600,1410,0,1.0,0,0,4,1983,0,0,2014-06-25,365500.0
Kent,3,2.0,1410,5760,1410,0,1.0,0,0,3,1985,0,0,2014-06-25,245000.0
Kent,4,2.5,2340,8548,2340,0,2.0,0,0,3,1993,0,0,2014-06-25,390000.0
Auburn,3,1.0,1320,9000,1320,0,1.0,0,0,3,1966,0,0,2014-06-25,196500.0
Newcastle,4,1.75,3990,13470,3990,0,2.0,0,0,3,2006,0,0,2014-06-25,1200000.0
Renton,3,1.0,1270,7566,1270,0,1.0,0,0,4,1958,0,0,2014-06-25,276900.0
Burien,3,4.5,4380,47044,3720,660,2.0,1,3,3,1968,1990,1,2014-06-25,995000.0
Bellevue,4,3.25,4250,8570,4250,0,2.0,0,0,3,2004,0,0,2014-06-25,2300000.0
Issaquah,3,2.5,1860,8060,1860,0,2.0,0,0,4,1987,0,0,2014-06-25,505000.0
Bellevue,4,3.5,3770,37034,2830,940,2.0,0,0,3,1989,0,0,2014-06-25,1229000.0
Seattle,4,1.0,1530,8890,980,550,1.0,0,0,3,1925,0,0,2014-06-25,352000.0
Mercer Island,4,4.0,3570,8250,2860,710,2.0,0,0,3,2013,0,0,2014-06-25,597326.0
Seattle,2,1.0,1740,5719,1740,0,1.0,0,0,3,1955,0,0,2014-06-25,800000.0
Covington,3,2.5,1670,8364,1300,370,1.0,0,0,4,1990,0,0,2014-06-25,270000.0
Auburn,4,2.0,1570,9415,1570,0,2.0,0,0,4,1984,0,0,2014-06-25,235000.0
Kirkland,2,2.5,1590,1845,1590,0,2.0,0,0,3,1997,0,0,2014-06-25,409900.0
Redmond,5,2.5,2980,5377,2980,0,2.0,0,0,3,2006,0,0,2014-06-25,739900.0
Redmond,4,2.5,2690,4736,2690,0,2.0,0,0,3,2001,0,0,2014-06-25,608000.0
Seattle,2,1.0,900,2910,900,0,1.0,0,0,5,1924,0,0,2014-06-25,381500.0
Seattle,2,0.75,1440,3700,1200,240,1.0,0,0,3,1914,0,0,2014-06-25,562100.0
Issaquah,4,2.5,3000,10392,3000,0,2.0,0,0,3,1995,0,0,2014-06-25,740000.0
Seattle,3,1.0,1640,18144,1640,0,1.5,0,0,3,1942,0,0,2014-06-25,308000.0
Bellevue,5,3.5,3100,10200,1660,1440,1.0,0,4,3,1970,0,0,2014-06-25,905000.0
Snoqualmie,4,3.5,4000,15253,4000,0,2.0,0,0,3,2007,0,0,2014-06-25,762000.0
North Bend,4,2.0,2020,48693,2020,0,1.5,0,0,3,1949,0,0,2014-06-25,356000.0
Seattle,3,1.5,1840,5000,1340,500,1.5,0,0,5,1915,0,0,2014-06-25,750000.0
Kenmore,4,2.25,2100,9984,1290,810,1.0,0,0,4,1973,0,0,2014-06-25,418800.0
Auburn,4,2.25,2460,11250,2460,0,1.0,0,0,4,1959,0,0,2014-06-25,276000.0
Redmond,3,2.5,2610,7510,2610,0,2.0,0,0,3,1996,0,0,2014-06-25,725000.0
Maple Valley,3,2.0,1460,6377,1460,0,1.0,0,0,3,1995,0,0,2014-06-25,285000.0
Kent,3,1.0,1050,8498,1050,0,1.0,0,0,3,1958,0,0,2014-06-25,205000.0
Sammamish,3,2.5,1790,8144,1790,0,2.0,0,0,3,1989,0,0,2014-06-25,583000.0
Seattle,4,2.5,2180,3375,1420,760,1.5,0,0,4,1926,0,0,2014-06-25,657000.0
Des Moines,4,2.25,2050,9583,1770,280,2.0,0,2,3,1965,0,0,2014-06-25,386000.0
Renton,5,3.0,2790,19439,1500,1290,1.0,0,3,5,1973,0,0,2014-06-25,589950.0
Seattle,3,2.25,1700,3333,1100,600,1.5,0,0,3,1924,0,0,2014-06-25,575000.0
Snoqualmie,3,2.5,2380,6832,2380,0,2.0,0,0,3,2002,0,0,2014-06-25,574000.0
Seattle,5,2.0,2000,4211,1280,720,1.5,0,2,4,1908,0,0,2014-06-25,690500.0
Issaquah,2,1.75,1670,4008,1670,0,1.0,0,0,3,2005,0,0,2014-06-25,565000.0
Seattle,3,1.5,1190,4750,970,220,1.0,0,0,3,1940,0,0,2014-06-25,500000.0
Kent,6,2.25,3040,28535,1890,1150,1.0,0,0,3,1951,0,0,2014-06-25,330000.0
North Bend,2,1.0,780,3475,780,0,1.0,0,0,4,1930,0,0,2014-06-25,286000.0
Lake Forest Park,3,1.5,2330,11740,1330,1000,1.0,0,0,3,1954,0,0,2014-06-25,450000.0
Seattle,4,2.75,2840,4000,1960,880,1.5,0,0,5,1912,0,0,2014-06-25,870000.0
Redmond,4,2.5,2490,5170,2490,0,2.0,0,0,4,2000,0,0,2014-06-25,725000.0
Seattle,2,1.0,770,4840,770,0,1.0,0,0,4,1927,0,0,2014-06-25,275000.0
Seattle,3,2.75,1850,16960,1850,0,1.0,0,2,4,1953,0,0,2014-06-25,645000.0
Auburn,3,1.0,1090,3264,1090,0,1.0,0,0,4,1969,0,0,2014-06-25,152000.0
Seattle,4,2.0,1780,5336,930,850,1.5,0,0,5,1918,0,0,2014-06-25,315000.0
Seattle,1,0.75,930,29258,930,0,1.0,0,0,3,1941,0,0,2014-06-25,190000.0
Sammamish,4,2.5,2770,5686,2770,0,2.0,0,0,3,2004,0,0,2014-06-25,700000.0
Shoreline,3,1.0,1250,6180,1250,0,1.5,0,0,3,1955,0,0,2014-06-25,233000.0
Kent,4,2.25,1830,6136,1830,0,2.0,0,0,3,1990,0,0,2014-06-25,249000.0
Seattle,2,1.0,870,5400,870,0,1.0,0,0,3,1950,2007,1,2014-06-25,310000.0
Seattle,3,1.5,1150,8450,1150,0,1.0,0,0,4,1951,0,0,2014-06-25,265950.0
Seattle,5,3.25,4500,9648,3000,1500,2.0,0,4,4,1968,0,0,2014-06-25,860000.0
Auburn,3,1.0,1150,4800,1150,0,1.5,0,0,4,1938,0,0,2014-06-25,200000.0
Seattle,4,2.25,2000,3672,1650,350,2.0,0,0,5,1926,0,0,2014-06-25,402000.0
Seattle,6,2.0,1900,8240,1200,700,1.0,0,0,2,1964,0,0,2014-06-25,305000.0
Kirkland,3,1.75,1640,10695,1640,0,1.0,0,2,3,1975,0,0,2014-06-25,505000.0
Seattle,3,1.5,2680,4775,1880,800,2.0,0,2,5,1913,0,0,2014-06-25,1355000.0
Snoqualmie,3,2.5,2420,7307,2420,0,2.0,0,0,3,1998,0,0,2014-06-25,482000.0
Federal Way,3,1.75,1790,7650,1790,0,1.0,0,3,3,1978,0,0,2014-06-25,299950.0
Sammamish,4,2.5,3920,12415,3920,0,2.0,0,0,3,1997,0,0,2014-06-25,770000.0
Kent,3,2.25,1640,8400,1180,460,1.0,0,0,3,1968,0,0,2014-06-25,245700.0
Renton,3,1.0,890,8400,890,0,1.0,0,0,4,1954,0,0,2014-06-25,283000.0
Seattle,4,2.75,1910,16532,1420,490,1.0,0,0,4,1940,0,0,2014-06-25,650000.0
Bellevue,5,2.25,2140,7910,1070,1070,1.0,0,0,3,1962,0,0,2014-06-25,530000.0
Burien,3,1.75,2030,17100,2030,0,1.0,0,0,4,1953,0,0,2014-06-25,440000.0
Sammamish,4,4.5,4225,284011,4225,0,2.0,0,0,4,1985,0,0,2014-06-25,1005000.0
Issaquah,3,2.25,2680,9162,1570,1110,1.0,0,0,3,1978,0,0,2014-06-25,599990.0
Issaquah,4,2.5,2030,3974,2030,0,2.0,0,0,3,1994,0,0,2014-06-25,544000.0
Bellevue,5,3.5,5850,22885,4670,1180,2.0,0,2,4,1978,0,0,2014-06-25,1700000.0
Seattle,2,1.0,2060,8398,1260,800,1.0,0,0,3,1962,0,0,2014-06-25,270000.0
Seattle,2,1.0,1060,3036,1060,0,1.5,0,0,4,1943,0,0,2014-06-25,435000.0
Shoreline,3,1.0,1010,8184,1010,0,1.0,0,0,4,1947,0,0,2014-06-25,349000.0
Woodinville,4,2.25,3310,127631,3310,0,2.0,0,0,5,1924,1956,1,2014-06-25,1140000.0
Maple Valley,4,2.5,2000,10051,2000,0,2.0,0,0,3,1997,0,0,2014-06-25,320000.0
Newcastle,4,2.5,3070,8086,3070,0,2.0,0,0,3,2005,0,0,2014-06-25,804100.0
Seattle,3,2.25,1270,1406,1060,210,2.0,0,0,3,2014,0,0,2014-06-25,594000.0
Black Diamond,4,2.75,3110,49765,3110,0,1.0,0,0,4,1958,1972,1,2014-06-25,531500.0
Sammamish,3,2.0,2110,18815,2110,0,2.0,0,0,5,1979,0,0,2014-06-25,1150000.0
Kenmore,3,2.25,1400,11400,1400,0,2.0,0,0,3,1984,0,0,2014-06-25,374500.0
Seattle,4,2.75,2310,5650,1330,980,1.0,0,2,3,1952,2012,1,2014-06-25,450000.0
Bellevue,5,2.5,2700,16570,1750,950,1.0,0,0,4,1967,0,0,2014-06-25,744500.0
Bellevue,5,2.25,2370,15512,2370,0,2.0,0,0,4,1981,0,0,2014-06-25,913888.0
Seattle,4,2.5,2760,6000,2230,530,2.0,0,0,5,1942,0,0,2014-06-25,760000.0
Seattle,2,1.75,1610,6300,1010,600,1.0,0,0,3,1941,0,0,2014-06-25,346500.0
Renton,3,1.75,1230,8250,1230,0,1.0,0,0,3,1966,0,0,2014-06-25,280000.0
Bellevue,3,1.75,1900,11165,1900,0,1.0,0,0,4,1959,0,0,2014-06-25,557500.0
Des Moines,3,1.5,1580,8184,1140,440,1.0,0,0,3,1954,0,0,2014-06-25,260000.0
Seattle,3,1.5,1940,2885,1940,0,1.5,0,2,3,1900,0,0,2014-06-25,1330000.0
Seattle,3,1.75,1620,6000,1040,580,1.0,0,0,5,1947,0,0,2014-06-25,640000.0
Auburn,7,2.5,1940,5458,1940,0,2.0,0,0,3,1994,0,0,2014-06-25,280000.0
Federal Way,3,1.0,1230,8750,1230,0,1.0,0,0,3,1965,0,0,2014-06-25,205000.0
Seattle,5,3.25,3160,5000,2180,980,2.0,0,2,3,2005,0,0,2014-06-25,957000.0
Bellevue,5,2.5,2700,21208,1950,750,1.0,0,0,4,1955,0,0,2014-06-25,625000.0
Seattle,4,1.5,1880,6200,1440,440,1.0,0,2,5,1954,0,0,2014-06-25,680000.0
Burien,2,1.0,890,8100,890,0,1.0,0,0,3,1942,0,0,2014-06-25,150000.0
Kent,3,2.5,1720,3676,1720,0,2.0,0,0,3,1992,0,0,2014-06-25,255950.0
Maple Valley,3,2.5,1620,7686,1620,0,2.0,0,0,3,1989,0,0,2014-06-25,246500.0
Seattle,2,1.0,1380,4390,880,500,1.0,0,0,4,1931,0,0,2014-06-25,450000.0
Seattle,3,1.75,1870,9000,1870,0,1.0,0,0,5,1958,0,0,2014-06-25,595888.0
Snoqualmie,3,1.0,1970,22144,1970,0,1.0,0,0,4,1970,0,0,2014-06-25,454000.0
Shoreline,3,1.0,1110,8593,1110,0,1.0,0,0,3,1979,0,0,2014-06-25,299900.0
Auburn,3,2.0,1190,6833,1190,0,1.0,0,0,3,1995,0,0,2014-06-25,200000.0
Seattle,3,1.0,1150,11802,1150,0,1.0,0,0,4,1932,1958,1,2014-06-25,346500.0
Kirkland,4,2.75,2890,6825,1560,1330,1.0,0,0,3,1973,0,0,2014-06-25,585000.0
Woodinville,3,1.75,1500,13430,1500,0,1.0,0,0,3,1977,0,0,2014-06-25,383000.0
Seattle,4,2.5,1950,2617,1250,700,1.5,0,0,4,1910,0,0,2014-06-25,519000.0
Newcastle,3,1.5,1250,7700,1250,0,1.0,0,0,5,1968,0,0,2014-06-25,410000.0
Issaquah,4,2.5,2070,5415,2070,0,2.0,0,0,3,1996,0,0,2014-06-25,578000.0
Bellevue,4,3.5,4660,17398,4660,0,2.0,0,2,3,2003,0,0,2014-06-25,1280000.0
Seattle,2,2.25,1350,1493,1050,300,2.0,0,0,3,2007,0,0,2014-06-25,395000.0
Seattle,3,2.5,1800,2790,1800,0,2.0,0,0,3,2011,0,0,2014-06-25,364000.0
Auburn,3,2.25,1481,2820,1481,0,2.0,0,0,3,2012,0,0,2014-06-25,240000.0
Seattle,3,2.5,1730,3600,1730,0,2.0,0,0,3,2014,0,0,2014-06-25,328423.0
Kenmore,4,2.75,2720,4613,2720,0,2.0,0,0,3,2005,0,0,2014-06-25,594000.0
Seattle,3,2.5,2320,2267,2320,0,3.0,0,0,3,2009,0,0,2014-06-25,425000.0
Duvall,3,2.5,1860,3730,1860,0,2.0,0,0,3,2012,0,0,2014-06-25,309620.0
Pacific,5,2.5,2025,7760,2025,0,2.0,0,0,3,2007,0,0,2014-06-25,260000.0
Seattle,3,2.5,1400,1312,1400,0,3.5,0,0,3,2007,0,0,2014-06-25,563500.0
Seattle,5,3.0,2620,5477,2620,0,2.0,0,0,3,2009,0,0,2014-06-25,975000.0
Seattle,3,1.75,2450,2691,1750,700,2.0,0,0,3,1915,0,0,2014-06-26,937000.0
Seattle,3,3.5,1590,1102,1590,0,3.0,0,0,3,2010,0,0,2014-06-26,518500.0
Fall City,4,1.75,2085,174240,1610,475,1.0,0,0,3,1964,0,0,2014-06-26,563500.0
Bellevue,4,3.5,3450,7832,3450,0,2.0,0,0,3,2007,0,0,2014-06-26,1050000.0
Renton,3,2.25,1780,16290,1780,0,2.0,0,0,4,1987,0,0,2014-06-26,350000.0
Issaquah,4,2.5,3060,7140,3060,0,2.0,0,0,3,2006,0,0,2014-06-26,826000.0
Burien,3,2.0,1700,11475,970,730,1.0,0,0,5,1945,0,0,2014-06-26,225000.0
Renton,4,2.0,1330,5926,1330,0,1.0,0,0,4,1942,0,0,2014-06-26,235867.0
Covington,4,3.0,3060,5000,3060,0,2.0,0,0,3,2001,0,0,2014-06-26,399000.0
Renton,3,1.5,1220,6000,1220,0,1.0,0,0,3,1968,0,0,2014-06-26,177500.0
Auburn,4,1.5,1600,9289,1600,0,1.0,0,0,4,1959,0,0,2014-06-26,224000.0
Renton,4,1.75,1530,17664,1530,0,1.5,0,0,3,1968,0,0,2014-06-26,302000.0
Mercer Island,3,2.5,1980,13964,1980,0,1.0,0,0,5,1959,0,0,2014-06-26,760000.0
Kirkland,3,2.5,1730,8490,1210,520,1.0,0,0,3,1969,0,0,2014-06-26,460000.0
Seattle,3,1.0,1170,6700,1170,0,1.0,0,0,3,1957,0,0,2014-06-26,415000.0
Burien,2,1.75,1950,10766,1160,790,1.0,0,3,4,1952,0,0,2014-06-26,669000.0
Auburn,3,2.0,1470,20000,1470,0,1.0,0,0,4,1968,0,0,2014-06-26,254600.0
Seattle,3,1.5,1400,8840,1400,0,1.0,0,0,4,1952,0,0,2014-06-26,357250.0
Woodinville,4,3.5,4040,50479,4040,0,2.0,0,0,3,1987,0,0,2014-06-26,910000.0
Seattle,6,3.0,3110,5000,1810,1300,1.5,0,0,5,1921,0,0,2014-06-26,725000.0
Seattle,3,1.5,1490,4400,1490,0,1.5,0,0,4,1906,0,0,2014-06-26,670000.0
Seattle,4,1.5,1770,5750,1770,0,2.0,0,0,3,1947,0,0,2014-06-26,440000.0
Mercer Island,4,3.5,3320,19850,2040,1280,1.0,0,2,4,1977,0,0,2014-06-26,1025000.0
Seattle,2,1.0,950,5316,950,0,1.0,0,2,3,1948,0,0,2014-06-26,320000.0
Covington,4,2.5,2430,5499,2430,0,2.0,0,0,3,2002,0,0,2014-06-26,310000.0
Bellevue,4,2.5,2660,10800,2660,0,1.0,0,0,3,1955,2014,1,2014-06-26,772650.0
Sammamish,4,2.5,2670,11877,2670,0,2.0,0,0,3,1996,0,0,2014-06-26,669950.0
Seattle,5,3.5,2720,7598,1860,860,2.0,0,0,3,1993,0,0,2014-06-26,690000.0
Kent,4,2.5,3200,22651,1610,1590,1.0,0,0,5,1970,0,0,2014-06-26,385000.0
Vashon,3,2.5,2480,37843,2480,0,1.5,1,3,4,1974,0,0,2014-06-26,663000.0
Renton,3,2.25,1780,10395,1780,0,1.0,0,0,3,1967,0,0,2014-06-26,300000.0
Auburn,2,1.75,1590,11276,1590,0,1.0,0,0,4,1972,0,0,2014-06-26,225500.0
North Bend,3,2.0,1550,34175,1550,0,1.5,0,0,3,1999,0,0,2014-06-26,320000.0
Bellevue,3,2.75,2850,14800,1920,930,1.0,0,0,4,1976,0,0,2014-06-26,775000.0
Seattle,3,2.75,2600,5875,1600,1000,1.5,0,2,5,1929,0,0,2014-06-26,805000.0
Burien,4,1.0,1230,7410,1230,0,1.5,0,0,3,1944,0,0,2014-06-26,252750.0
Auburn,5,2.0,2080,16117,1740,340,1.0,0,0,5,1959,0,0,2014-06-26,254000.0
Snoqualmie,6,3.5,3600,6875,2740,860,2.0,0,0,3,2004,0,0,2014-06-26,620000.0
Bothell,4,2.75,2110,8751,1510,600,1.0,0,0,3,1962,0,0,2014-06-26,435000.0
Lake Forest Park,4,2.5,2550,19017,1300,1250,1.0,0,0,4,1961,0,0,2014-06-26,460000.0
Kent,3,2.5,1650,6684,1650,0,2.0,0,0,3,1991,0,0,2014-06-26,268000.0
Seattle,2,1.5,1370,1221,1080,290,2.0,0,0,3,2008,0,0,2014-06-26,446000.0
Lake Forest Park,2,1.0,1010,7200,1010,0,1.0,0,0,3,1975,0,0,2014-06-26,285000.0
Bellevue,3,2.0,2330,26571,2330,0,2.5,0,0,3,1987,0,0,2014-06-26,530000.0
Seattle,2,1.0,620,2475,620,0,1.0,0,0,5,1911,0,0,2014-06-26,402000.0
Snoqualmie,3,1.5,2450,12497,2450,0,1.0,0,0,4,1967,0,0,2014-06-26,358000.0
Federal Way,4,2.75,2530,7350,1280,1250,1.0,0,0,5,1977,0,0,2014-06-26,354950.0
Renton,4,2.5,2220,4652,2220,0,2.0,0,0,3,2001,0,0,2014-06-26,405000.0
Redmond,4,1.75,2110,265716,2110,0,1.0,0,0,4,1979,0,0,2014-06-26,568000.0
Des Moines,5,3.0,3690,49709,2690,1000,1.0,0,2,3,1960,0,0,2014-06-26,575000.0
Kent,4,2.5,1940,10200,1140,800,1.0,0,0,4,1977,0,0,2014-06-26,315000.0
Kent,4,2.25,2070,7350,2070,0,2.0,0,0,4,1977,0,0,2014-06-26,280927.0
Lake Forest Park,4,2.5,2160,7826,1390,770,1.0,0,0,4,1976,0,0,2014-06-26,440000.0
Seattle,4,2.25,2600,9900,1600,1000,1.0,0,0,3,1965,0,0,2014-06-26,270000.0
Seattle,4,2.75,2880,4000,2100,780,1.5,0,0,3,1912,2000,1,2014-06-26,755000.0
Kent,4,2.25,2260,7200,2260,0,2.0,0,0,4,1984,0,0,2014-06-26,289659.0
Maple Valley,5,3.0,3640,6930,3640,0,2.0,0,0,3,2004,0,0,2014-06-26,555000.0
Lake Forest Park,3,1.5,1530,23660,1530,0,1.0,0,0,3,1952,0,0,2014-06-26,450000.0
Seattle,3,2.5,2490,4000,1670,820,2.0,0,0,5,1918,0,0,2014-06-26,1145000.0
Sammamish,3,1.75,1440,11787,1440,0,1.0,0,0,3,1983,0,0,2014-06-26,495000.0
Seattle,3,3.0,3760,8500,3060,700,2.5,0,3,4,1910,0,0,2014-06-26,1250000.0
Redmond,4,1.75,1720,6975,1420,300,1.0,0,0,3,1975,0,0,2014-06-26,580000.0
Kenmore,4,2.5,2480,16360,1510,970,1.0,0,0,5,1959,0,0,2014-06-26,560000.0
Bellevue,4,3.5,3990,5267,3990,0,2.0,0,0,3,2008,0,0,2014-06-26,1080000.0
Seattle,2,1.75,840,3340,700,140,1.0,0,0,3,1912,0,0,2014-06-26,450000.0
Mercer Island,3,2.0,2270,11989,2270,0,1.0,0,0,4,1968,0,0,2014-06-26,815000.0
Kent,4,2.5,2580,5476,2580,0,2.0,0,0,3,2005,0,0,2014-06-26,354000.0
Federal Way,3,1.75,1580,6620,1580,0,1.0,0,0,3,1988,0,0,2014-06-26,279900.0
Seattle,2,1.0,950,7954,950,0,1.0,0,0,4,1941,0,0,2014-06-26,339000.0
Seattle,4,3.5,3190,5040,2160,1030,2.0,0,3,3,2003,0,0,2014-06-26,1340000.0
Burien,3,3.25,3740,136915,3100,640,2.5,0,0,3,1990,0,0,2014-06-26,710000.0
Seattle,4,2.75,2620,4743,1310,1310,1.0,0,2,4,1949,0,0,2014-06-26,815000.0
Kirkland,3,1.75,2080,75794,2080,0,1.0,0,0,3,1958,0,0,2014-06-26,800000.0
Seattle,3,2.0,1660,3729,970,690,1.0,0,0,5,1922,0,0,2014-06-26,638000.0
Sammamish,3,1.75,1520,11085,1520,0,1.0,0,0,3,1983,0,0,2014-06-26,475580.0
Issaquah,3,1.0,1140,27760,1140,0,1.0,0,0,4,1981,0,0,2014-06-26,243800.0
Snoqualmie,3,2.5,3240,8016,2910,330,2.0,0,0,3,2004,0,0,2014-06-26,600000.0
Issaquah,3,2.0,2460,41343,2460,0,1.0,0,0,4,1988,0,0,2014-06-26,620000.0
Seattle,4,2.75,1750,5080,1750,0,1.5,0,0,3,1903,0,0,2014-06-26,750000.0
Seattle,3,1.75,2430,5000,1760,670,2.0,0,0,4,1945,0,0,2014-06-26,626000.0
SeaTac,3,1.0,1060,9946,1060,0,1.0,0,0,4,1956,0,0,2014-06-26,230000.0
Lake Forest Park,3,3.0,2410,7479,2410,0,2.0,0,2,3,1942,1988,1,2014-06-26,537000.0
Burien,2,1.0,720,8040,720,0,1.0,0,0,3,1943,0,0,2014-06-26,210000.0
Kent,3,1.75,1260,9346,1260,0,1.0,0,0,4,1963,0,0,2014-06-26,200500.0
Federal Way,3,1.0,1640,12384,1090,550,1.0,0,0,4,1954,0,0,2014-06-26,253500.0
Auburn,3,1.0,1310,9612,960,350,1.0,0,0,3,1962,0,0,2014-06-26,150000.0
Seattle,3,1.5,2120,6290,1220,900,1.0,0,0,4,1949,0,0,2014-06-26,440000.0
Enumclaw,3,1.75,3320,478288,2260,1060,1.5,0,3,4,1933,1982,1,2014-06-26,667000.0
Bellevue,3,1.0,1210,9622,1210,0,1.0,0,1,3,1955,2009,1,2014-06-26,660000.0
Bellevue,3,2.75,2590,12063,2590,0,2.0,0,0,3,1993,0,0,2014-06-26,695000.0
Renton,4,2.5,2250,7526,2250,0,2.0,0,0,3,1989,0,0,2014-06-26,440000.0
Clyde Hill,4,3.0,4040,20001,2020,2020,1.0,0,0,3,1972,2001,1,2014-06-26,1388000.0
Auburn,3,1.0,1090,6710,1090,0,1.5,0,0,5,1912,0,0,2014-06-26,219500.0
Auburn,3,1.5,1660,15600,1660,0,2.0,0,0,3,1981,0,0,2014-06-26,220000.0
Auburn,2,1.0,1780,81021,1780,0,1.0,0,3,4,1954,0,0,2014-06-26,270000.0
Seattle,4,3.5,3370,5000,2470,900,2.0,0,2,3,2008,0,0,2014-06-26,900000.0
Seattle,5,3.0,4480,5000,3420,1060,2.5,0,0,5,1902,0,0,2014-06-26,1990000.0
Woodinville,4,2.5,2990,16809,2990,0,2.0,0,0,3,1990,0,0,2014-06-26,800000.0
Burien,5,2.0,2280,19000,2280,0,1.5,0,0,3,1924,0,0,2014-06-26,365000.0
Seattle,3,3.0,2480,5500,1730,750,2.0,0,3,3,1950,2005,1,2014-06-26,1387800.0
Kirkland,5,2.75,2830,8925,2830,0,1.5,0,0,3,1967,0,0,2014-06-26,451000.0
Burien,2,1.0,920,7569,920,0,1.0,0,0,4,1950,0,0,2014-06-26,202000.0
Medina,4,2.25,3250,16684,3250,0,2.0,0,0,3,1979,0,0,2014-06-26,1410000.0
Seattle,2,1.75,1240,6417,1240,0,1.0,0,0,5,1924,0,0,2014-06-26,471000.0
Bellevue,4,2.5,3230,12100,1870,1360,1.0,0,0,3,1977,0,0,2014-06-26,827000.0
Des Moines,5,2.5,2500,9583,1300,1200,1.0,0,0,3,1979,0,0,2014-06-26,235000.0
Des Moines,2,1.75,1390,4482,1390,0,1.0,0,0,4,1980,0,0,2014-06-26,216500.0
Burien,5,1.75,1940,6654,1940,0,1.5,0,0,4,1953,0,0,2014-06-26,359000.0
Federal Way,3,2.0,1900,8002,1900,0,1.0,0,0,3,1991,0,0,2014-06-26,252500.0
Kenmore,3,1.5,2380,14500,1850,530,1.0,0,0,4,1961,0,0,2014-06-26,370000.0
Seattle,3,2.0,1480,3876,860,620,1.0,0,0,5,1928,0,0,2014-06-26,663000.0
Renton,4,3.75,3460,6738,3460,0,2.0,0,0,3,2013,0,0,2014-06-26,971971.0
Vashon,3,1.75,1444,249126,1444,0,1.5,0,0,3,2008,0,0,2014-06-26,420000.0
Duvall,4,3.0,1930,3031,1200,730,1.0,0,0,3,2006,0,0,2014-06-26,330675.0
Seattle,4,1.0,1200,2171,1200,0,1.5,0,0,3,1933,0,0,2014-06-26,240000.0
Auburn,3,2.5,1769,7324,1769,0,2.0,0,0,3,2012,0,0,2014-06-26,334888.0
Renton,3,2.5,2490,4540,2490,0,2.5,0,0,3,2012,0,0,2014-06-26,414000.0
Issaquah,4,3.25,3060,3898,2300,760,2.0,0,0,3,2014,0,0,2014-06-26,782900.0
Renton,4,2.75,3030,6625,3030,0,2.0,0,0,3,2011,0,0,2014-06-26,525000.0
Duvall,3,2.5,2370,5353,2370,0,2.0,0,0,3,2009,0,0,2014-06-26,429900.0
Seattle,3,3.25,1370,913,1100,270,2.0,0,0,3,2006,0,0,2014-06-26,390000.0
Black Diamond,3,1.75,1500,11968,1500,0,1.0,0,0,3,2014,0,0,2014-06-26,224000.0
Federal Way,3,2.25,1715,6819,1715,0,2.0,0,0,3,1995,0,0,2014-06-27,257500.0
Seattle,2,1.0,1110,3200,1110,0,1.0,0,0,3,1925,0,0,2014-06-27,665000.0
Auburn,5,2.75,2400,8050,2400,0,2.0,0,0,3,1998,0,0,2014-06-27,327000.0
Renton,3,1.0,1520,213444,1520,0,1.5,0,3,5,1988,0,0,2014-06-27,425000.0
Sammamish,4,2.75,3190,10970,3190,0,2.0,0,0,3,1994,0,0,2014-06-27,687500.0
Seattle,3,2.25,2400,5300,1250,1150,1.5,0,0,4,1939,0,0,2014-06-27,672500.0
Des Moines,3,1.0,1060,7473,1060,0,1.0,0,0,3,1959,0,0,2014-06-27,140000.0
Auburn,2,1.75,1220,15600,1220,0,1.0,0,0,3,1972,0,0,2014-06-27,215500.0
Kirkland,4,2.25,2020,8424,1380,640,1.0,0,0,4,1979,0,0,2014-06-27,464900.0
Seattle,4,2.25,2300,7700,1380,920,1.0,0,0,3,1959,0,0,2014-06-27,417000.0
